t,has_pose,bbox_area_frac,root_y,hands_above_hips,move_body,move_ema,active,is_moving,is_paused
5.2,True,0.19330788664323376,0.6531357765197754,True,0.01233677752315998,0.01625546892202756,True,False,True
5.266666666666667,True,0.18210093090949034,0.6462773084640503,True,0.012041542679071426,0.015201987361288527,True,False,True
5.333333333333333,True,0.18218296902460457,0.6503705978393555,True,0.010219784453511238,0.013956436634344205,True,False,True
5.4,True,0.1769723473198594,0.6501811146736145,True,0.009299367666244507,0.01279216939231928,True,False,True
5.466666666666667,True,0.1663760434973638,0.6523961424827576,True,0.007585201878100634,0.011490427513764619,True,False,True
5.533333333333333,True,0.15755505821616872,0.6529761552810669,True,0.01111561618745327,0.011396724682186781,True,False,True
5.6,True,0.14571204964850615,0.6500639915466309,True,0.010359222069382668,0.011137349028985753,True,False,True
5.666666666666667,True,0.13495922122144113,0.6436357498168945,True,0.007307062391191721,0.010179777369537246,True,False,True
5.733333333333333,True,0.13196877746045693,0.640632152557373,True,0.007431321777403355,0.009492663471503772,True,False,True
5.8,True,0.13100010984182778,0.6365466117858887,True,0.007301452104002237,0.008944860629628388,True,False,True
5.866666666666666,True,0.1274233853251318,0.6337000131607056,True,0.00587211549282074,0.008176674345426476,True,False,True
5.933333333333334,True,0.1272545035149385,0.6326901912689209,True,0.006059006787836552,0.007647257456028995,True,False,True
6.0,True,0.1237265213093146,0.6344112157821655,True,0.005354682914912701,0.007074113820749921,True,False,True
6.066666666666666,True,0.11831166245606327,0.6326762437820435,True,0.005760082509368658,0.006745605992904606,True,False,True
6.133333333333334,True,0.11606608358963093,0.6300497055053711,True,0.004206070210784674,0.006110722047374622,True,False,True
6.2,True,0.11636299978031635,0.6304708123207092,True,0.0031441557221114635,0.005369080466058832,True,False,True
6.266666666666667,True,0.11549078701669596,0.6318410634994507,True,0.005692766513675451,0.005450001977962987,True,False,True
6.333333333333333,True,0.11354418387521968,0.6351689696311951,True,0.008329451084136963,0.006169864254506481,True,False,True
6.4,True,0.1107257112258348,0.633351743221283,True,0.00432187132537365,0.0057078660222232725,True,False,True
6.466666666666667,True,0.1109018014059754,0.6349328756332397,True,0.005544634535908699,0.00566705815064463,True,False,True
6.533333333333333,True,0.11256590509666081,0.6347732543945312,True,0.003520196070894599,0.0051303426307071215,True,False,True
6.6,True,0.11406421627855888,0.6341865658760071,True,0.0035439059138298035,0.004733733451487792,True,False,True
6.666666666666667,True,0.1134724434314587,0.6340219974517822,True,0.002898888662457466,0.0042750222542302105,True,False,True
6.733333333333333,True,0.11273272737258348,0.6345441341400146,True,0.004248671233654022,0.004268434499086164,True,False,True
6.8,True,0.1125494288224956,0.6352742910385132,True,0.005221565719693899,0.004506717304238098,True,False,True
6.866666666666666,True,0.11471399934094903,0.6351178884506226,True,0.0025643690023571253,0.004021130228767855,True,False,True
6.933333333333334,True,0.1160650538224956,0.634196400642395,True,0.003124322509393096,0.003796928298924165,True,False,True
7.0,True,0.11670007688927944,0.6341540813446045,True,0.0023202074225991964,0.003427748079842923,True,False,True
7.066666666666666,True,0.11711541630052724,0.6341539621353149,True,0.0008199804578907788,0.002775806174354887,True,False,True
7.133333333333334,True,0.11523780755711775,0.6337757110595703,True,0.0011619054712355137,0.0023723309985750436,True,False,True
7.2,True,0.11482521419156415,0.633337140083313,True,0.0026382661890238523,0.0024388147961872456,True,False,True
7.266666666666667,True,0.11467486818980668,0.6322090029716492,True,0.0025718617253005505,0.002472076528465572,True,False,True
7.333333333333333,True,0.11381535588752197,0.631738007068634,True,0.0032296963036060333,0.002661481472250687,True,False,True
7.4,True,0.11333102207820737,0.6309760808944702,True,0.0049508679658174515,0.0032338280956423784,True,False,True
7.466666666666667,True,0.1136663829086116,0.6307793855667114,True,0.0055138119496405125,0.0038038240591419118,True,False,True
7.533333333333333,True,0.11318170584358524,0.6306935548782349,True,0.0056059458293020725,0.004254354501681952,True,False,True
7.6,True,0.11389087214411248,0.6298691034317017,True,0.0061072735115885735,0.004717584254158608,True,False,True
7.666666666666667,True,0.1117297341827768,0.6287375688552856,True,0.006960305850952864,0.005278264653357172,True,False,True
7.733333333333333,True,0.1120077713093146,0.6264252662658691,True,0.006477282382547855,0.005578019085654843,True,False,True
7.8,True,0.11104734182776801,0.6261336803436279,True,0.008383074775338173,0.006279283008075676,True,False,True
7.866666666666666,True,0.11029904437609842,0.6233118176460266,True,0.004446067381650209,0.005820979101469309,True,False,True
7.933333333333334,True,0.10999972539543058,0.6219680309295654,True,0.003449560608714819,0.0052281244782806865,True,False,True
8.0,True,0.11105798275483304,0.6164112091064453,True,0.004986959975212812,0.005167833352513718,True,False,True
8.066666666666666,True,0.11161302724077328,0.6129071116447449,True,0.006284625735133886,0.0054470314481687605,True,False,True
8.133333333333333,True,0.11050431129173989,0.6110855937004089,True,0.001381841255351901,0.004430733899964546,True,False,True
8.2,True,0.1109553492970123,0.6086417436599731,True,0.0034231317695230246,0.004178833367354165,True,False,True
8.266666666666667,True,0.11024000439367311,0.607258677482605,True,0.003793527139350772,0.004082506810353317,True,False,True
8.333333333333334,True,0.10959811621265378,0.6017987132072449,True,0.004868012387305498,0.004278883204591362,True,False,True
8.4,True,0.10864832765817223,0.5997471213340759,True,0.002504943171516061,0.0038353981963225366,True,False,True
8.466666666666667,True,0.10839740773286467,0.5984864234924316,True,0.0035791806876659393,0.0037713438191583873,True,False,True
8.533333333333333,True,0.10820243848857646,0.5985180139541626,True,0.0031161042861640453,0.003607533935909802,True,False,True
8.6,True,0.10915016750878735,0.5983390212059021,True,0.00437683891505003,0.0037998601806948588,True,False,True
8.666666666666666,True,0.10824912126537786,0.5974388122558594,True,0.002523452043533325,0.0034807581464044754,True,False,True
8.733333333333333,True,0.10829443101933216,0.5972450375556946,True,0.0037279799580574036,0.0035425635993177073,True,False,True
8.8,True,0.10964411247803163,0.5955904722213745,True,0.003526289714500308,0.0035384951281133576,True,False,True
8.866666666666667,True,0.1093461665202109,0.5933719873428345,True,0.003045874647796154,0.0034153400080340567,True,False,True
8.933333333333334,True,0.10888620386643234,0.590919017791748,True,0.002632282441481948,0.0032195756163960294,True,False,True
9.0,True,0.10949513949912126,0.5898464918136597,True,0.0027671237476170063,0.0031064626492012734,True,False,True
9.066666666666666,True,0.10899055360281196,0.58901047706604,True,0.0015510335797443986,0.0027176053818370547,True,False,True
9.133333333333333,True,0.10913884007029877,0.5899380445480347,True,0.0018798214150592685,0.002508159390142608,True,False,True
9.2,True,0.10848596770650264,0.5896989107131958,True,0.004212783649563789,0.0029343154549979033,True,False,True
9.266666666666667,True,0.10909421682776801,0.5891044735908508,True,0.004142381250858307,0.003236331903963004,True,False,True
9.333333333333334,True,0.10764464795694201,0.5875232815742493,True,0.004444805905222893,0.0035384504042779764,True,False,True
9.4,True,0.10709990114235501,0.5884674787521362,True,0.0029787300154566765,0.0033985203070726515,True,False,True
9.466666666666667,True,0.10864832765817223,0.5917364358901978,True,0.007012140937149525,0.00430192546459187,True,False,True
9.533333333333333,True,0.10909421682776801,0.5901246666908264,True,0.004134683404117823,0.004260114949473358,True,False,True
9.6,True,0.10913884007029877,0.5920155048370361,True,0.005042135715484619,0.004455620140976174,True,False,True
9.666666666666666,True,0.10838093145869947,0.5940580368041992,True,0.005944089498370886,0.004827737480324851,True,False,True
9.733333333333333,True,0.10842212214411248,0.5937185883522034,True,0.0027256407774984837,0.0043022133046182595,True,False,True
9.8,True,0.10859031744288225,0.5940269231796265,True,0.003737049177289009,0.004160922272785947,True,False,True
9.866666666666667,True,0.10909421682776801,0.594918966293335,True,0.007211366202682257,0.004923533255260024,True,False,True
9.933333333333334,True,0.10909421682776801,0.5934192538261414,True,0.004324784502387047,0.00477384606704178,True,False,True
10.0,True,0.1085456942003515,0.5884555578231812,True,0.008973033167421818,0.0058236428421367895,True,False,True
10.066666666666666,True,0.10894558710456942,0.5873981714248657,True,0.003020521020516753,0.005122862386731781,True,False,True
10.133333333333333,True,0.10779190465729349,0.5941897630691528,True,0.01443251222372055,0.007450274845978973,True,False,True
10.2,True,0.10919719354130053,0.5935680866241455,True,0.0034106194507330656,0.006440360997167496,True,False,True
10.266666666666667,True,0.10875027460456942,0.5954365730285645,True,0.003123197006061673,0.00561106999939104,True,False,True
10.333333333333334,True,0.10653558875219683,0.5987817049026489,True,0.018233025446534157,0.00876655886117682,True,False,True
10.4,True,0.10609896748681898,0.6019814014434814,True,0.002499764319509268,0.007199860225759932,True,False,True
10.466666666666667,True,0.10559850065905096,0.6025598645210266,True,0.0031196032650768757,0.006179795985589168,True,False,True
10.533333333333333,True,0.10499162456063268,0.6006728410720825,True,0.01631496287882328,0.008713587708897696,True,False,True
10.6,True,0.103697207271529,0.5929386615753174,True,0.0129826869815588,0.009780862527062971,True,False,True
10.666666666666666,True,0.10384103141476274,0.5925354957580566,True,0.00397244468331337,0.00832875806612557,True,False,True
10.733333333333333,True,0.10277281963971881,0.5954415798187256,True,0.007487934548407793,0.008118552186696127,True,False,True
10.8,True,0.10199500219683656,0.5954070687294006,True,0.010471769608557224,0.008706856542161402,True,False,True
10.866666666666667,True,0.10071294211335677,0.5999534130096436,True,0.00803572591394186,0.008539073885106517,True,False,True
10.933333333333334,True,0.09948065410808436,0.607035756111145,True,0.012493253685534,0.009527618835213388,True,False,True
11.0,True,0.09777021089630931,0.6062739491462708,True,0.007288120221346617,0.008967744181746696,True,False,True
11.066666666666666,True,0.0969669925307557,0.6020452976226807,True,0.01333101000636816,0.010058560637902062,True,False,True
11.133333333333333,True,0.09706173110720562,0.6036610007286072,True,0.00411918293684721,0.00857371621263835,True,False,True
11.2,True,0.09706173110720562,0.6019956469535828,True,0.0023019297514110804,0.0070057695973315326,True,False,True
11.266666666666667,True,0.09715646968365553,0.6007237434387207,True,0.002083865460008383,0.005775293563000745,True,False,True
11.333333333333334,True,0.09739228635764499,0.6001739501953125,True,0.001185359200462699,0.004627809972366234,True,False,True
11.4,True,0.09781414762741653,0.599879264831543,True,0.0024151019752025604,0.0040746329730753155,True,False,True
11.466666666666667,True,0.09833555305360281,0.5995638370513916,True,0.0017163752345368266,0.003485068538440693,True,False,True
11.533333333333333,True,0.09791231876098418,0.6013644337654114,True,0.004079434089362621,0.0036336599261711754,True,False,True
11.6,True,0.09843372418717047,0.598392903804779,True,0.004297658335417509,0.003799659528482759,True,False,True
11.666666666666666,True,0.09767581557557117,0.598710834980011,True,0.002850887132808566,0.003562466429564211,True,False,True
11.733333333333333,True,0.09720280920474517,0.5996410250663757,True,0.0027085826732218266,0.0033489954904786148,True,False,True
11.8,True,0.09748599516695958,0.6056114435195923,True,0.011500151827931404,0.005386784574841812,True,False,True
11.866666666666667,True,0.09616823648945519,0.6106487512588501,True,0.012550336308777332,0.007177672508325692,True,False,True
11.933333333333334,True,0.09729789103690685,0.6130681037902832,True,0.008635471574962139,0.007542122274984804,True,False,True
12.0,True,0.0984292618629174,0.614205002784729,True,0.011921505443751812,0.008636968067176556,True,False,True
12.066666666666666,True,0.0986135901801406,0.6168853044509888,True,0.004647387657314539,0.007639572964711051,True,False,True
12.133333333333333,True,0.09876496594903339,0.618876576423645,True,0.004068646114319563,0.006746841252113179,True,False,True
12.2,True,0.09848075021968365,0.6183631420135498,True,0.005226984154433012,0.006366876977693137,True,False,True
12.266666666666667,True,0.09777021089630931,0.6117705702781677,True,0.017868120223283768,0.009242187789090795,True,False,True
12.333333333333334,True,0.0943812472539543,0.6120595335960388,True,0.013709589838981628,0.010359038301563504,True,False,True
12.4,True,0.08615992970123022,0.6159862279891968,True,0.010830302722752094,0.010476854406860652,True,False,True
12.466666666666667,True,0.07495366047891037,0.6121430397033691,True,0.015374759212136269,0.011701330608179556,True,False,True
12.533333333333333,True,0.06660121924428823,0.6206067204475403,True,0.017462952062487602,0.013141735971756567,True,False,True
12.6,True,0.0633183216168717,0.6122146844863892,True,0.013382029719650745,0.013201809408730112,True,False,True
12.666666666666666,True,0.06345939971441125,0.6128758192062378,True,0.00453489413484931,0.011035080590259911,True,False,True
12.733333333333333,True,0.06901430689806679,0.6150436401367188,True,0.004789399448782206,0.009473660304890484,True,False,True
12.8,True,0.05954456832161687,0.6156439781188965,True,0.006178281269967556,0.008649815546159753,True,False,True
12.866666666666667,True,0.06719745441564147,0.6109684705734253,True,0.01280411146581173,0.009688389526072747,True,False,True
12.933333333333334,True,0.0656854130052724,0.610241174697876,True,0.0016765266191214323,0.007685423799334918,True,False,True
13.0,True,0.06521172012302284,0.6105531454086304,True,0.0014619812136515975,0.006129563152914088,True,False,True
13.066666666666666,True,0.06554261862917399,0.6150983572006226,True,0.012877406552433968,0.007816524002794058,True,False,True
13.133333333333333,True,0.06339074857205623,0.6099733114242554,True,0.014850578270852566,0.009575037569808684,True,False,True
13.2,True,0.0648753295254833,0.61713045835495,True,0.01869438961148262,0.01185487558022717,True,False,True
13.266666666666667,True,0.06504833040421792,0.6184973120689392,True,0.0031556268222630024,0.009680063390736127,True,False,True
13.333333333333334,True,0.06593942223198594,0.6201508045196533,True,0.006767884828150272,0.008952018750089663,True,False,True
